,ID,CatID,Exchange,IndustryName1,IndustryName2,IndustryName3,Code,Name,TotalShares,URL,FirstTradeDate
879,2347,1,HOSE,Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,"Khách sạn, nhà hàng và giải trí",NVT,CTCP Bất động sản Du lịch Ninh Vân Bay,90500000,https://finance.vietstock.vn/NVT-ctcp-bat-dong-san-du-lich-ninh-van-bay.htm,2010-05-06 17:00:00
880,3997,5,UPCoM,Công nghiệp,Vận tải,Vận tải mặt đất,NWT,CTCP Vận tải Newway,8500000,https://finance.vietstock.vn/NWT-ctcp-van-tai-newway.htm,2016-03-29 17:00:00
881,4883,5,UPCoM,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,NXT,CTCP Sản xuất và Cung ứng Vật liệu Xây dựng Kon Tum,6600000,https://finance.vietstock.vn/NXT-ctcp-san-xuat-va-cung-ung-vat-lieu-xay-dung-kon-tum.htm,2021-12-08 17:00:00
882,1199,1,HOSE,Tài chính,Tổ chức tín dụng,Ngân hàng,OCB,Ngân hàng TMCP Phương Đông,2663052284,https://finance.vietstock.vn/OCB-ngan-hang-tmcp-phuong-dong.htm,2021-01-27 17:00:00
883,2695,2,HNX,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,OCH,CTCP One Capital Hospitality,200000000,https://finance.vietstock.vn/OCH-ctcp-one-capital-hospitality.htm,2010-09-30 17:00:00
884,4889,5,UPCoM,Dịch vụ truyền thông,Truyền thông và giải trí,Truyền thông,ODE,CTCP Tập đoàn Truyền thông và Giải trí ODE,10000000,https://finance.vietstock.vn/ODE-ctcp-tap-doan-truyen-thong-va-giai-tri-ode.htm,2022-01-09 17:00:00
885,2545,1,HOSE,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,OGC,CTCP Tập đoàn Đại Dương,300000000,https://finance.vietstock.vn/OGC-ctcp-tap-doan-dai-duong.htm,2010-05-03 17:00:00
886,4565,5,UPCoM,Năng lượng,Năng lượng,Dầu khí,OIL,Tổng Công ty Dầu Việt Nam - CTCP,201425936,https://finance.vietstock.vn/OIL-tong-cong-ty-dau-viet-nam-ctcp.htm,2018-03-06 17:00:00
887,1189,2,HNX,Dịch vụ truyền thông,Dịch vụ viễn thông,Dịch vụ viễn thông đa dạng,ONE,CTCP Công nghệ One,7960310,https://finance.vietstock.vn/ONE-ctcp-cong-nghe-one.htm,2008-06-23 17:00:00
888,4454,5,UPCoM,Dịch vụ truyền thông,Truyền thông và giải trí,Giải trí,ONW,CTCP Tập đoàn ONW,2000000,https://finance.vietstock.vn/ONW-ctcp-tap-doan-onw.htm,2017-02-16 17:00:00
889,1258,1,HOSE,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,OPC,CTCP Dược phẩm OPC,64050892,https://finance.vietstock.vn/OPC-ctcp-duoc-pham-opc.htm,2008-10-29 17:00:00
890,1350,1,HOSE,Tài chính,Dịch vụ tài chính,Thị trường vốn,ORS,CTCP Chứng khoán Tiên Phong,623930904,https://finance.vietstock.vn/ORS-ctcp-chung-khoan-tien-phong.htm,2021-11-03 17:00:00
891,740,1,HOSE,Công nghiệp,Hàng hóa công nghiệp,Thiết bị điện,PAC,CTCP Pin Ắc quy Miền Nam,76677626,https://finance.vietstock.vn/PAC-ctcp-pin-ac-quy-mien-nam.htm,2006-12-11 17:00:00
892,4442,5,UPCoM,Công nghệ thông tin,Phần mềm và dịch vụ,Dịch vụ CNTT,PAI,CTCP Công nghệ thông tin Viễn thông và Tự động hóa Dầu Khí,4235290,https://finance.vietstock.vn/PAI-ctcp-cong-nghe-thong-tin-vien-thong-va-tu-dong-hoa-dau-khi.htm,2017-01-22 17:00:00
893,932,1,HOSE,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,PAN,CTCP Tập đoàn PAN,258072996,https://finance.vietstock.vn/PAN-ctcp-tap-doan-pan.htm,2010-12-14 17:00:00
894,2671,5,UPCoM,Công nghiệp,Vận tải,Hạ tầng giao thông,PAP,CTCP Dầu khí Đầu tư Khai thác Cảng Phước An,357000000,https://finance.vietstock.vn/PAP-ctcp-dau-khi-dau-tu-khai-thac-cang-phuoc-an.htm,2021-07-13 17:00:00
895,4729,5,UPCoM,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,PAS,CTCP Quốc tế Phương Anh,28049968,https://finance.vietstock.vn/PAS-ctcp-quoc-te-phuong-anh.htm,2020-09-20 17:00:00
896,4901,5,UPCoM,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,PAT,CTCP Phốt Pho Apatit Việt Nam,25000000,https://finance.vietstock.vn/PAT-ctcp-phot-pho-apatit-viet-nam.htm,2022-06-16 17:00:00
897,2429,5,UPCoM,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,PBC,CTCP Dược phẩm Trung ương I - Pharbaco,116698448,https://finance.vietstock.vn/PBC-ctcp-duoc-pham-trung-uong-i-pharbaco.htm,2019-11-25 17:00:00
898,3752,2,HNX,Nguyên vật liệu,Nguyên vật liệu,Bao bì và vật chứa,PBP,CTCP Bao bì Dầu khí Việt Nam,4799516,https://finance.vietstock.vn/PBP-ctcp-bao-bi-dau-khi-viet-nam.htm,2015-01-26 17:00:00
899,4339,5,UPCoM,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,PBT,CTCP Bao bì và Thương mại dầu khí Bình Sơn,17522284,https://finance.vietstock.vn/PBT-ctcp-bao-bi-va-thuong-mai-dau-khi-binh-son.htm,2019-01-17 17:00:00
900,2858,1,HOSE,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,PC1,CTCP Tập Đoàn PC1,411285343,https://finance.vietstock.vn/PC1-ctcp-tap-doan-pc1.htm,2016-11-15 17:00:00
901,2130,5,UPCoM,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,PCC,CTCP Tập đoàn Xây lắp 1 - Petrolimex,11500000,https://finance.vietstock.vn/PCC-ctcp-tap-doan-xay-lap-1-petrolimex.htm,2017-11-13 17:00:00
902,4090,2,HNX,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,PCE,CTCP Phân bón và Hóa chất Dầu khí Miền Trung,10000000,https://finance.vietstock.vn/PCE-ctcp-phan-bon-va-hoa-chat-dau-khi-mien-trung.htm,2015-07-22 17:00:00
903,1628,5,UPCoM,Năng lượng,Năng lượng,Dầu khí,PCF,CTCP Cà phê PETEC,3000000,https://finance.vietstock.vn/PCF-ctcp-ca-phe-petec.htm,2017-03-28 17:00:00
904,2483,5,UPCoM,Tiện ích,Tiện ích,Gas sinh hoạt,PCG,CTCP Đầu tư Phát triển Gas Đô thị,18870000,https://finance.vietstock.vn/PCG-ctcp-dau-tu-phat-trien-gas-do-thi.htm,2025-07-09 17:00:00
905,4893,2,HNX,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,PCH,CTCP Nhựa Picomat,25409893,https://finance.vietstock.vn/PCH-ctcp-nhua-picomat.htm,2022-07-27 17:00:00
906,4535,5,UPCoM,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,PCM,CTCP Vật liệu Xây dựng Bưu điện,4000000,https://finance.vietstock.vn/PCM-ctcp-vat-lieu-xay-dung-buu-dien.htm,2017-08-09 17:00:00
907,2668,2,HNX,Công nghiệp,Vận tải,Vận tải biển,PCT,CTCP Vận tải biển Global Pacific,80035493,https://finance.vietstock.vn/PCT-ctcp-van-tai-bien-global-pacific.htm,2011-09-11 17:00:00
908,4020,2,HNX,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,PDB,CTCP Tập đoàn Đầu tư Din Capital,8909981,https://finance.vietstock.vn/PDB-ctcp-tap-doan-dau-tu-din-capital.htm,2015-08-02 17:00:00
909,1828,5,UPCoM,Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,"Khách sạn, nhà hàng và giải trí",PDC,CTCP Du lịch Dầu khí Phương Đông,15000000,https://finance.vietstock.vn/PDC-ctcp-du-lich-dau-khi-phuong-dong.htm,2022-08-07 17:00:00
910,2074,1,HOSE,Công nghiệp,Vận tải,Hạ tầng giao thông,PDN,CTCP Cảng Đồng Nai,55565820,https://finance.vietstock.vn/PDN-ctcp-cang-dong-nai.htm,2011-10-25 17:00:00
911,2619,1,HOSE,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,PDR,CTCP Phát triển Bất động sản Phát Đạt,997809379,https://finance.vietstock.vn/PDR-ctcp-phat-trien-bat-dong-san-phat-dat.htm,2010-07-29 17:00:00
912,3223,1,HOSE,Công nghiệp,Vận tải,Vận tải biển,PDV,CTCP Vận Tải Và Tiếp Vận Phương Đông Việt,79314926,https://finance.vietstock.vn/PDV-ctcp-van-tai-va-tiep-van-phuong-dong-viet.htm,2025-11-18 17:00:00
913,4608,5,UPCoM,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,PEG,Tổng Công ty Thương mại Kỹ thuật và Đầu tư - CTCP,231898919,https://finance.vietstock.vn/PEG-tong-cong-ty-thuong-mai-ky-thuat-va-dau-tu-ctcp.htm,2018-11-04 17:00:00
914,2160,2,HNX,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,PEN,CTCP Xây lắp III Petrolimex,5000000,https://finance.vietstock.vn/PEN-ctcp-xay-lap-iii-petrolimex.htm,2014-09-24 17:00:00
915,1724,5,UPCoM,Năng lượng,Năng lượng,Thiết bị và dịch vụ năng lượng,PEQ,CTCP Thiết bị Xăng dầu Petrolimex,4965514,https://finance.vietstock.vn/PEQ-ctcp-thiet-bi-xang-dau-petrolimex.htm,2016-01-17 17:00:00
916,941,1,HOSE,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Bán lẻ chuyên doanh,PET,Tổng Công ty cổ phần Dịch vụ Tổng hợp Dầu khí,107334831,https://finance.vietstock.vn/PET-tong-cong-ty-co-phan-dich-vu-tong-hop-dau-khi.htm,2007-09-11 17:00:00
917,2509,5,UPCoM,Công nghiệp,Hàng hóa công nghiệp,Phân phối hàng công nghiệp,PFL,CTCP Dầu khí Đông Đô,50000000,https://finance.vietstock.vn/PFL-ctcp-dau-khi-dong-do.htm,2015-05-24 17:00:00
918,1218,5,UPCoM,Tài chính,Tổ chức tín dụng,Ngân hàng,PGB,Ngân hàng TMCP Thịnh vượng và Phát triển,732702236,https://finance.vietstock.vn/PGB-ngan-hang-tmcp-thinh-vuong-va-phat-trien.htm,2020-12-23 17:00:00
919,810,1,HOSE,Tiện ích,Tiện ích,Gas sinh hoạt,PGC,Tổng Công ty Gas Petrolimex - CTCP,60342638,https://finance.vietstock.vn/PGC-tong-cong-ty-gas-petrolimex-ctcp.htm,2006-11-23 17:00:00
920,1552,1,HOSE,Tiện ích,Tiện ích,Gas sinh hoạt,PGD,CTCP Phân phối khí thấp áp Dầu khí Việt Nam,98998266,https://finance.vietstock.vn/PGD-ctcp-phan-phoi-khi-thap-ap-dau-khi-viet-nam.htm,2009-11-25 17:00:00
921,2044,1,HOSE,Tài chính,Bảo hiểm,Bảo hiểm,PGI,Tổng Công ty cổ phần Bảo hiểm Petrolimex,110896796,https://finance.vietstock.vn/PGI-tong-cong-ty-co-phan-bao-hiem-petrolimex.htm,2011-07-28 17:00:00
922,4736,2,HNX,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,PGN,CTCP Phụ Gia Nhựa,9464859,https://finance.vietstock.vn/PGN-ctcp-phu-gia-nhua.htm,2019-07-03 17:00:00
923,1068,2,HNX,Tiện ích,Tiện ích,Gas sinh hoạt,PGS,CTCP Kinh doanh Khí Miền Nam,50000000,https://finance.vietstock.vn/PGS-ctcp-kinh-doanh-khi-mien-nam.htm,2007-11-14 17:00:00
924,1487,2,HNX,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ chuyên nghiệp,PGT,CTCP PGT Holdings,9241801,https://finance.vietstock.vn/PGT-ctcp-pgt-holdings.htm,2009-12-24 17:00:00
925,4653,1,HOSE,Tiện ích,Tiện ích,Điện,PGV,Tổng Công ty Phát điện 3 - CTCP,1123468046,https://finance.vietstock.vn/PGV-tong-cong-ty-phat-dien-3-ctcp.htm,2022-02-09 17:00:00
926,1863,1,HOSE,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,PHC,CTCP Xây dựng Phục Hưng Holdings,50602094,https://finance.vietstock.vn/PHC-ctcp-xay-dung-phuc-hung-holdings.htm,2018-10-02 17:00:00
927,2236,5,UPCoM,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,PHH,CTCP Hồng Hà Việt Nam,20000000,https://finance.vietstock.vn/PHH-ctcp-hong-ha-viet-nam.htm,2015-08-30 17:00:00
928,1707,2,HNX,Công nghiệp,Hàng hóa công nghiệp,Thiết bị điện,PHN,CTCP Pin Hà Nội,7253911,https://finance.vietstock.vn/PHN-ctcp-pin-ha-noi.htm,2019-03-12 17:00:00
929,3781,5,UPCoM,Công nghiệp,Vận tải,Hạ tầng giao thông,PHP,CTCP Cảng Hải Phòng,326960000,https://finance.vietstock.vn/PHP-ctcp-cang-hai-phong.htm,2022-09-13 17:00:00
930,1549,1,HOSE,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,PHR,CTCP Cao su Phước Hòa,135499198,https://finance.vietstock.vn/PHR-ctcp-cao-su-phuoc-hoa.htm,2009-08-17 17:00:00
931,848,5,UPCoM,Tài chính,Dịch vụ tài chính,Thị trường vốn,PHS,CTCP Chứng khoán Phú Hưng,200009819,https://finance.vietstock.vn/PHS-ctcp-chung-khoan-phu-hung.htm,2019-07-30 17:00:00
932,4072,2,HNX,Công nghệ thông tin,Phần mềm và dịch vụ,Phần mềm,PIA,CTCP Tin học Viễn thông Petrolimex,3900000,https://finance.vietstock.vn/PIA-ctcp-tin-hoc-vien-thong-petrolimex.htm,2019-09-05 17:00:00
933,2069,2,HNX,Tiện ích,Tiện ích,Điện,PIC,CTCP Đầu tư Điện lực 3,33339891,https://finance.vietstock.vn/PIC-ctcp-dau-tu-dien-luc-3.htm,2017-01-08 17:00:00
934,3216,5,UPCoM,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ chuyên nghiệp,PID,CTCP Trang Trí Nội Thất Dầu khí,4000000,https://finance.vietstock.vn/PID-ctcp-trang-tri-noi-that-dau-khi.htm,2012-11-21 17:00:00
935,4008,5,UPCoM,Nguyên vật liệu,Nguyên vật liệu,Gỗ và giấy,PIS,Tổng Công ty Pisico Bình Định - CTCP,27500000,https://finance.vietstock.vn/PIS-tong-cong-ty-pisico-binh-dinh-ctcp.htm,2016-01-11 17:00:00
936,1079,1,HOSE,Tiêu dùng thiết yếu,Thương mại hàng thiết yếu,Thương mại hàng thiết yếu,PIT,CTCP Xuất nhập khẩu Petrolimex,15199345,https://finance.vietstock.vn/PIT-ctcp-xuat-nhap-khau-petrolimex.htm,2008-01-23 17:00:00
937,2656,5,UPCoM,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Bán lẻ chuyên doanh,PIV,CTCP PIV,17324942,https://finance.vietstock.vn/PIV-ctcp-piv.htm,2010-08-17 17:00:00
938,933,2,HNX,Năng lượng,Năng lượng,Dầu khí,PJC,CTCP Thương mại và Vận tải Petrolimex Hà Nội,7326928,https://finance.vietstock.vn/PJC-ctcp-thuong-mai-va-van-tai-petrolimex-ha-noi.htm,2006-12-24 17:00:00
939,1287,5,UPCoM,Tiện ích,Tiện ích,Nước,PJS,CTCP Cấp nước Phú Hòa Tân,9000000,https://finance.vietstock.vn/PJS-ctcp-cap-nuoc-phu-hoa-tan.htm,2011-12-04 17:00:00
940,811,1,HOSE,Năng lượng,Năng lượng,Dầu khí,PJT,CTCP Vận tải Xăng dầu Đường Thủy Petrolimex,24882785,https://finance.vietstock.vn/PJT-ctcp-van-tai-xang-dau-duong-thuy-petrolimex.htm,2006-12-27 17:00:00
941,2142,5,UPCoM,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,PLA,CTCP Đầu tư và Dịch vụ Hạ tầng Xăng dầu,10000000,https://finance.vietstock.vn/PLA-ctcp-dau-tu-va-dich-vu-ha-tang-xang-dau.htm,2017-11-19 17:00:00
942,934,2,HNX,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,PLC,Tổng Công ty Hóa dầu Petrolimex - CTCP,80798839,https://finance.vietstock.vn/PLC-tong-cong-ty-hoa-dau-petrolimex-ctcp.htm,2006-12-26 17:00:00
943,4849,5,UPCoM,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ chuyên nghiệp,PLE,CTCP Tư vấn Xây dựng Petrolimex,1215000,https://finance.vietstock.vn/PLE-ctcp-tu-van-xay-dung-petrolimex.htm,2021-01-06 17:00:00
944,2843,5,UPCoM,Năng lượng,Năng lượng,Dầu khí,PLO,CTCP Kho Vận Petec,7192550,https://finance.vietstock.vn/PLO-ctcp-kho-van-petec.htm,2020-04-09 17:00:00
945,4542,1,HOSE,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,PLP,CTCP Sản xuất và Công nghệ Nhựa Pha Lê,90000000,https://finance.vietstock.vn/PLP-ctcp-san-xuat-va-cong-nghe-nhua-pha-le.htm,2017-08-20 17:00:00
946,3023,1,HOSE,Năng lượng,Năng lượng,Dầu khí,PLX,Tập đoàn Xăng Dầu Việt Nam,1293878081,https://finance.vietstock.vn/PLX-tap-doan-xang-dau-viet-nam.htm,2017-04-20 17:00:00
947,4123,2,HNX,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,PMB,CTCP Phân bón và Hóa chất Dầu khí Miền Bắc,12000000,https://finance.vietstock.vn/PMB-ctcp-phan-bon-va-hoa-chat-dau-khi-mien-bac.htm,2015-10-06 17:00:00
948,1316,2,HNX,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,PMC,CTCP Dược phẩm Dược liệu Pharmedic,9332573,https://finance.vietstock.vn/PMC-ctcp-duoc-pham-duoc-lieu-pharmedic.htm,2009-10-08 17:00:00
949,4639,1,HOSE,Tiện ích,Tiện ích,Gas sinh hoạt,PMG,CTCP Đầu tư và Sản xuất Petro Miền Trung,46336278,https://finance.vietstock.vn/PMG-ctcp-dau-tu-va-san-xuat-petro-mien-trung.htm,2018-01-24 17:00:00
950,1250,5,UPCoM,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,PMJ,CTCP Vật tư Bưu Điện,1800000,https://finance.vietstock.vn/PMJ-ctcp-vat-tu-buu-dien.htm,2016-06-28 17:00:00
951,4084,2,HNX,Nguyên vật liệu,Nguyên vật liệu,Bao bì và vật chứa,PMP,CTCP Bao bì đạm Phú Mỹ,4200000,https://finance.vietstock.vn/PMP-ctcp-bao-bi-dam-phu-my.htm,2015-09-21 17:00:00
952,654,2,HNX,Năng lượng,Năng lượng,Dầu khí,PMS,CTCP Cơ khí Xăng dầu,7227662,https://finance.vietstock.vn/PMS-ctcp-co-khi-xang-dau.htm,2003-11-03 17:00:00
953,2231,5,UPCoM,Dịch vụ truyền thông,Dịch vụ viễn thông,Dịch vụ viễn thông đa dạng,PMT,CTCP Viễn thông TELVINA Việt Nam,5000000,https://finance.vietstock.vn/PMT-ctcp-vien-thong-telvina-viet-nam.htm,2010-07-21 17:00:00
954,1640,5,UPCoM,Tiện ích,Tiện ích,Nước,PMW,CTCP Cấp nước Phú Mỹ,49999832,https://finance.vietstock.vn/PMW-ctcp-cap-nuoc-phu-my.htm,2019-07-16 17:00:00
955,1798,1,HOSE,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Bán lẻ chuyên doanh,PNC,CTCP Văn hóa Phương Nam,11040241,https://finance.vietstock.vn/PNC-ctcp-van-hoa-phuong-nam.htm,2005-07-10 17:00:00
956,4457,5,UPCoM,Năng lượng,Năng lượng,Dầu khí,PND,CTCP Xăng dầu Dầu khí Nam Định,6666666,https://finance.vietstock.vn/PND-ctcp-xang-dau-dau-khi-nam-dinh.htm,2017-02-19 17:00:00
957,1732,5,UPCoM,Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,"Khách sạn, nhà hàng và giải trí",PNG,CTCP Thương mại Phú Nhuận,9000000,https://finance.vietstock.vn/PNG-ctcp-thuong-mai-phu-nhuan.htm,2016-04-04 17:00:00
958,1531,1,HOSE,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Bán lẻ chuyên doanh,PNJ,CTCP Vàng bạc Đá quý Phú Nhuận,511891518,https://finance.vietstock.vn/PNJ-ctcp-vang-bac-da-quy-phu-nhuan.htm,2009-03-22 17:00:00
959,3230,5,UPCoM,Công nghiệp,Vận tải,Hạ tầng giao thông,PNP,CTCP Tân Cảng - Phú Hữu,16100000,https://finance.vietstock.vn/PNP-ctcp-tan-cang-phu-huu.htm,2019-05-16 17:00:00
960,1692,5,UPCoM,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,PNT,CTCP Kỹ thuật Xây dựng Phú Nhuận,9282802,https://finance.vietstock.vn/PNT-ctcp-ky-thuat-xay-dung-phu-nhuan.htm,2017-01-11 17:00:00
961,4563,5,UPCoM,Năng lượng,Năng lượng,Dầu khí,POB,CTCP Xăng dầu Dầu khí Hưng Yên,10900000,https://finance.vietstock.vn/POB-ctcp-xang-dau-dau-khi-hung-yen.htm,2017-09-28 17:00:00
962,2415,5,UPCoM,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,POM,CTCP Thép Pomina,279676336,https://finance.vietstock.vn/POM-ctcp-thep-pomina.htm,2024-05-22 17:00:00
963,3583,5,UPCoM,Năng lượng,Năng lượng,Thiết bị và dịch vụ năng lượng,POS,CTCP Vận hành và Xây lắp PTSC,45999965,https://finance.vietstock.vn/POS-ctcp-van-hanh-va-xay-lap-ptsc.htm,2016-11-24 17:00:00
964,935,2,HNX,Công nghệ thông tin,Phần cứng và thiết bị,Thiết bị viễn thông,POT,CTCP Thiết bị Bưu điện,19430006,https://finance.vietstock.vn/POT-ctcp-thiet-bi-buu-dien.htm,2006-12-19 17:00:00
965,2690,5,UPCoM,Năng lượng,Năng lượng,Dầu khí,POV,CTCP Xăng dầu Dầu khí Vũng Áng,12499612,https://finance.vietstock.vn/POV-ctcp-xang-dau-dau-khi-vung-ang.htm,2010-09-22 17:00:00
966,4620,1,HOSE,Tiện ích,Tiện ích,Điện,POW,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,3067845688,https://finance.vietstock.vn/POW-tong-cong-ty-dien-luc-dau-khi-viet-nam-ctcp.htm,2019-01-13 17:00:00
967,999,1,HOSE,Tiện ích,Tiện ích,Điện,PPC,CTCP Nhiệt điện Phả Lại,326235000,https://finance.vietstock.vn/PPC-ctcp-nhiet-dien-pha-lai.htm,2007-01-25 17:00:00
968,2699,2,HNX,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,PPE,CTCP Tư vấn đầu tư PP Enterprise,3600000,https://finance.vietstock.vn/PPE-ctcp-tu-van-dau-tu-pp-enterprise.htm,2011-09-20 17:00:00
969,1514,5,UPCoM,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,PPH,Tổng Công ty cổ phần Phong Phú,74670891,https://finance.vietstock.vn/PPH-tong-cong-ty-co-phan-phong-phu.htm,2017-08-22 17:00:00
970,2492,5,UPCoM,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,PPI,CTCP Đầu tư và Phát triển Dự án Hạ tầng Thái Bình Dương,48290629,https://finance.vietstock.vn/PPI-ctcp-dau-tu-va-phat-trien-du-an-ha-tang-thai-binh-duong.htm,2019-05-26 17:00:00
971,1658,2,HNX,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,PPP,CTCP Dược phẩm Phong Phú,8799991,https://finance.vietstock.vn/PPP-ctcp-duoc-pham-phong-phu.htm,2011-07-17 17:00:00
972,2693,2,HNX,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,PPS,CTCP Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,15000000,https://finance.vietstock.vn/PPS-ctcp-dich-vu-ky-thuat-dien-luc-dau-khi-viet-nam.htm,2011-01-06 17:00:00
973,4900,2,HNX,Năng lượng,Năng lượng,Dầu khí,PPT,CTCP Petro Times,19644923,https://finance.vietstock.vn/PPT-ctcp-petro-times.htm,2023-06-25 17:00:00
974,2674,2,HNX,Năng lượng,Năng lượng,Dầu khí,PPY,CTCP Xăng dầu Dầu khí Phú Yên,9343974,https://finance.vietstock.vn/PPY-ctcp-xang-dau-dau-khi-phu-yen.htm,2016-03-01 17:00:00
975,4762,5,UPCoM,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,PQN,CTCP Dịch vụ Dầu khí Quảng Ngãi PTSC,30000000,https://finance.vietstock.vn/PQN-ctcp-dich-vu-dau-khi-quang-ngai-ptsc.htm,2019-10-03 17:00:00
976,2516,2,HNX,Công nghiệp,Vận tải,Vận tải biển,PRC,CTCP Logistics Portserco,6199698,https://finance.vietstock.vn/PRC-ctcp-logistics-portserco.htm,2010-11-28 17:00:00
977,4799,2,HNX,Tài chính,Bảo hiểm,Bảo hiểm,PRE,Tổng Công ty cổ phần Tái bảo hiểm Hà Nội,104400000,https://finance.vietstock.vn/PRE-tong-cong-ty-co-phan-tai-bao-hiem-ha-noi.htm,2020-12-23 17:00:00
978,2222,5,UPCoM,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,PRO,CTCP Procimex Việt Nam,3000000,https://finance.vietstock.vn/PRO-ctcp-procimex-viet-nam.htm,2014-10-09 17:00:00
979,4661,5,UPCoM,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,PRT,Tổng Công ty Sản xuất - Xuất nhập khẩu Bình Dương - CTCP,300000000,https://finance.vietstock.vn/PRT-tong-cong-ty-san-xuat-xuat-nhap-khau-binh-duong-ctcp.htm,2018-05-06 17:00:00
980,2072,5,UPCoM,Năng lượng,Năng lượng,Thiết bị và dịch vụ năng lượng,PSB,CTCP Đầu tư Dầu khí Sao Mai - Bến Đình,50000000,https://finance.vietstock.vn/PSB-ctcp-dau-tu-dau-khi-sao-mai-ben-dinh.htm,2010-02-24 17:00:00
981,938,2,HNX,Năng lượng,Năng lượng,Dầu khí,PSC,CTCP Vận tải và Dịch vụ Petrolimex Sài Gòn,7200000,https://finance.vietstock.vn/PSC-ctcp-van-tai-va-dich-vu-petrolimex-sai-gon.htm,2006-12-28 17:00:00
982,3567,2,HNX,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,PSD,CTCP Dịch vụ Phân phối Tổng hợp Dầu khí,51827894,https://finance.vietstock.vn/PSD-ctcp-dich-vu-phan-phoi-tong-hop-dau-khi.htm,2013-06-27 17:00:00
983,3017,2,HNX,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,PSE,CTCP Phân Bón và Hóa Chất Dầu khí Đông Nam Bộ,12500000,https://finance.vietstock.vn/PSE-ctcp-phan-bon-va-hoa-chat-dau-khi-dong-nam-bo.htm,2015-03-17 17:00:00
984,4791,5,UPCoM,Năng lượng,Năng lượng,Dầu khí,PSH,CTCP Thương mại Đầu tư Dầu khí Nam Sông Hậu,126196780,https://finance.vietstock.vn/PSH-ctcp-thuong-mai-dau-tu-dau-khi-nam-song-hau.htm,2025-07-08 17:00:00
985,1353,2,HNX,Tài chính,Dịch vụ tài chính,Thị trường vốn,PSI,CTCP Chứng khoán Dầu khí,59841300,https://finance.vietstock.vn/PSI-ctcp-chung-khoan-dau-khi.htm,2010-07-20 17:00:00
